Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
265,0.0,16,6.214285714285714,5,1160101.904458599,14,5635668.789808917,4029936.305732484,7724840.764331209,4890445.859872611,5635668.789808917,4029936.305732484,7724840.764331209,4890445.859872611,18673248.40764331,25157324.84076433,23875159.23566879,21097452.22929936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910191.082802548,4714649.681528662,15291082.80254777,28606369.42675159,33351592.3566879,45018471.33757962,39308917.19745223,32516560.50955414,39840127.38853503,49733121.01910828,54600000.0,209549044.5859872,226336942.6751592,146452229.299363,193597452.2292994,207561783.4394904,4200636.942675159,1850955.414012739,2880254.777070064,True
266,10.0,4,4.0,0,0.0,1,69099363.05732484,80164331.21019109,92810828.0254777,89554777.0700637,75357961.78343949,107107643.3121019,127266878.9808917,129591082.8025478,4559872.611464968,65520382.16560509,87485350.31847133,149876433.1210191,100955414.0127388,74419745.22292994,112572611.4649681,84960509.55414012,101003821.656051,75766878.98089172,115214649.6815287,86491082.80254777,14869426.75159236,135152866.2420382,247690445.8598726,11826751.59235669,68785350.31847133,71837579.61783439,82717834.39490445,26696178.34394904,167305095.5414013,209550955.4140128,338619745.2229299,291450318.4713376,420976433.1210191,52319108.28025477,167736305.7324841,290296815.2866242,-5115286.624203822,13755414.01273885,40706369.42675159,True
267,0.0,7,3.363636363636364,2,493720.076433121,11,9307643.31210191,0.0,11774522.29299363,27013375.79617834,9307643.31210191,0.0,12329299.36305732,28224840.76433121,6282802.5477707,0.0,16229299.36305732,19485987.2611465,0.0,0.0,5965605.095541401,4636305.732484076,207643.3121019108,0.0,6266878.980891719,6986624.203821655,0.0,391719.7452229299,210191.0828025477,7370063.694267516,0.0,12430573.24840764,33147770.70063695,9588535.031847134,0.0,15180891.71974522,35729936.30573248,160261783.4394904,258165605.0955414,0.0,145022292.9936306,215091082.8025477,7973248.407643312,19107006.36942675,1881528.662420382,True
268,10.0,10,3.958333333333333,6,453963.5987261148,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79963057.32484075,56900000.0,65987898.08917197,54310828.02547771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111778980.8917197,68775159.2356688,67483439.49044585,55590445.85987261,111778980.8917197,68775159.2356688,67483439.49044585,55590445.85987261,490577707.0063694,401214649.6815286,468838853.5031847,477657961.7834395,390757324.8407643,857961.7834394904,1562420.382165605,1642038.21656051,True
269,10.0,0,0.0,0,0.0,0,575163057.3248408,0.0,591433757.9617834,510372611.4649681,588360509.5541401,0.0,602878343.9490446,525084713.3757961,124090445.8598726,0.0,131800000.0,116802547.7707006,0.0,0.0,0.0,0.0,29266242.03821656,0.0,15301910.82802548,22817834.39490446,0.0,0.0,0.0,227013375.7961784,0.0,238459235.6687898,307859235.6687898,241368789.8089172,0.0,259155414.0127389,334180254.77707,2554920382.165605,2507044585.987261,0.0,2324527388.535032,2367997452.229299,-34660509.55414013,34062420.3821656,136321019.1082802,False
270,20.0,13,5.05050505050505,41,23475936.60509554,99,4235668.789808917,12228025.47770701,40026751.59235669,49487261.14649681,4238853.503184713,12237579.6178344,41061783.43949044,50521019.10828026,8784076.433121018,16918471.33757962,37079617.8343949,57988535.03184713,0.0,0.0,19107643.31210191,0.0,636.9426751592356,37579.6178343949,20247133.75796178,1524203.821656051,0.0,0.0,0.0,18531847.13375796,38221656.05095541,115078343.9490446,166511464.9681529,18578980.89171974,40185350.31847133,116373885.3503185,167761146.4968153,423678980.8917197,583168152.866242,298915286.6242038,388537579.6178344,514378343.9490446,646496.8152866241,8024203.821656051,1326114.649681529,True
271,20.0,15,8.0,1,0.4713375796178343,2,5133757.961783439,0.0,0.0,7318471.337579617,5133757.961783439,0.0,0.0,7318471.337579617,8407643.31210191,0.0,0.0,4954777.070063694,0.0,0.0,0.0,8936942.675159235,0.0,0.0,0.0,9019108.280254778,5013375.796178344,0.0,0.0,2738853.503184713,0.0,0.0,14114012.7388535,7786624.203821655,0.0,0.0,14212101.91082802,0.0,165352866.2420382,0.0,0.0,164717834.3949045,382802.5477707007,322292.9936305732,0.0,True
272,30.0,3,1.5,0,0.0,8,750352229.299363,802117197.4522293,746138216.5605096,695239490.4458598,778239490.4458598,826550318.4713376,767643949.044586,713623566.8789809,87196178.34394903,24495541.40127388,27233121.01910828,36219108.28025477,0.0,0.0,0.0,0.0,3821.656050955414,4458.598726114649,4458.598726114649,5095.541401273885,0.0,0.0,0.0,307501910.8280255,21599363.05732484,23952866.24203822,17950955.41401274,308505095.5414013,24308917.19745223,28887261.14649681,26650955.41401274,135488535.0318471,209092993.6305732,80825477.70700637,203372611.4649681,264542675.1592357,-24473248.40764331,-113966878.9808917,-124485350.3184713,True
273,40.0,0,0.0,0,0.0,0,0.0,0.0,1593630.573248408,3313375.796178344,21656.05095541401,17834.3949044586,1607643.312101911,3323566.878980892,2692993.630573248,6398726.114649681,6339490.445859873,73482165.60509554,0.0,1318471.337579618,0.0,0.0,0.0,1318471.337579618,0.0,0.0,1573248.407643312,0.0,0.0,3072611.464968153,4775159.23566879,12329299.36305732,50284713.37579618,4645859.872611465,4775159.23566879,12329299.36305732,50284713.37579618,275200636.9426752,346371974.522293,253566878.9808917,248794267.5159236,327453503.1847134,11749044.58598726,16924840.76433121,26406369.42675159,False
274,20.0,23,3.6875,19,9967531.445859876,80,23579617.83439491,23154777.07006369,25259872.61146497,33650955.41401274,23579617.83439491,23154777.07006369,25259872.61146497,34802547.77070063,17528025.47770701,55684713.37579618,72901910.82802548,64757324.84076433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170700.6369426752,0.0,23758598.72611465,87198726.11464968,145424840.7643312,145370063.6942675,119426751.5923567,87369426.75159235,145426114.6496815,145370063.6942675,143185350.3184713,605309554.1401274,725257324.8407643,357747133.7579617,475577707.0063694,457248407.6433121,10422292.99363057,78825477.70700637,51050955.41401274,True
275,20.0,1,1.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8079617.834394904,11465605.0955414,9535031.847133758,15738853.50318471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26751.5923566879,1575159.23566879,9421656.050955413,5978343.949044586,12650318.47133758,9786624.203821655,9849044.58598726,6005095.541401274,14087261.14649682,11361783.43949044,19270700.63694268,259157961.7834395,261566878.9808917,192926114.6496815,253051592.3566879,257652229.299363,2592356.687898089,3138853.503184713,6106369.426751592,True
276,10.0,4,3.0,0,0.0,3,1933121.01910828,2967515.923566879,2233121.01910828,2668152.866242038,1933121.01910828,3820382.165605095,3467515.923566879,2733121.01910828,3215923.566878981,4947770.700636943,7513375.796178344,15688535.03184713,0.0,8242675.159235668,1452866.242038216,1749681.52866242,0.0,9438216.560509551,2640764.331210191,2234394.904458599,0.0,4768789.808917197,10211464.96815287,36526751.59235669,24710191.08280255,31351592.3566879,52746496.81528662,36526751.59235669,31817197.4522293,36141401.27388535,63070700.63694267,77178343.94904459,99603821.65605097,64827388.53503185,69747770.70063694,93316560.50955412,690445.8598726115,233757.9617834395,1004458.598726115,True
277,20.0,0,0.0,0,0.0,0,57523566.87898089,113368152.866242,152808917.1974522,133523566.8789809,57526114.64968152,114893630.5732484,154346496.8152866,134660509.5541401,36322929.93630573,46978980.89171974,39926751.59235669,65173885.35031847,54905095.54140128,142991082.8025478,173915286.6242038,253829936.3057325,54905095.54140128,142991082.8025478,173915286.6242038,253829936.3057325,1966878.98089172,19778343.94904459,48405732.48407643,27994267.51592357,130773885.3503185,121099363.0573248,156026114.6496815,30207006.36942675,141752229.299363,141401910.8280255,205205732.4840764,611407643.3121018,1168335031.847134,518886624.2038217,573349044.5859872,1118682802.547771,-2635668.789808917,13765605.0955414,32429936.30573248,False
278,20.0,46,7.0,8,3456200.229299363,25,736942.6751592356,1222292.993630573,4720382.165605095,3470700.636942675,736942.6751592356,1222292.993630573,15892356.68789809,65556050.95541401,2490445.859872611,10047133.75796178,44947133.75796178,28884713.37579618,0.0,0.0,31847133.75796178,54043312.10191083,0.0,0.0,31847133.75796178,54545222.92993631,0.0,0.0,7345859.872611465,25232484.07643312,43375796.17834394,47191082.80254777,31882802.5477707,25232484.07643312,44347133.75796178,49578343.94904459,41352866.24203821,245666242.0382166,221086624.2038217,157197452.2292994,204679617.8343949,192608280.2547771,461783.4394904458,8773248.407643313,17556050.95541401,True
279,10.0,9,5.0,1,453454.7770700637,2,0.0,0.0,14154140.12738854,10256050.95541401,0.0,0.0,14154140.12738854,10256050.95541401,0.0,0.0,15285987.2611465,13810828.02547771,0.0,0.0,4239490.445859873,2201273.885350318,0.0,0.0,4239490.445859873,2201273.885350318,0.0,1920382.165605096,3792356.687898089,0.0,0.0,34861783.43949044,23064968.15286624,0.0,0.0,36782165.60509554,26857324.84076433,263960509.5541401,219086624.2038217,0.0,221590445.8598726,185720382.1656051,0.0,9319745.222929936,17115923.56687898,True
280,10.0,0,0.0,0,0.0,0,0.0,0.0,40127.38853503185,226114.6496815287,0.0,0.0,185987.2611464968,371974.5222929936,76459235.6687898,88531847.13375796,114603184.7133758,223363694.267516,0.0,0.0,0.0,0.0,0.0,0.0,8280.254777070064,14012.73885350318,9868152.866242038,20789808.91719745,46939490.44585987,72206369.42675158,69976433.12101911,85828025.477707,168876433.1210191,82434394.9044586,91778343.9490446,106810828.0254777,216103184.7133757,938545222.9299364,1255621019.10828,764814012.7388535,918708280.2547772,1195570700.636943,3190445.859872611,12534394.9044586,8022929.936305732,False
281,10.0,1,1.0,0,0.0,3,0.0,0.0,285987.2611464968,100636.9426751592,0.0,0.0,292356.6878980892,112101.9108280255,7766242.03821656,12254777.07006369,3452866.242038216,6096815.286624203,0.0,0.0,0.0,12078980.89171974,0.0,0.0,0.0,12078980.89171974,0.0,7643312.101910828,10828025.47770701,31696178.34394904,40107006.36942675,25140764.33121019,35250955.41401274,31696178.34394904,42017834.39490446,32784076.43312101,46078980.89171974,265712101.910828,240875796.178344,249682802.5477707,245561783.4394904,223254777.0700637,5961783.439490446,3501910.828025477,6408280.25477707,True
282,20.0,11,2.529411764705882,6,2277506.261146497,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301910.8280254777,329936.3057324841,1239490.445859873,1074522.292993631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78343.94904458598,78343.94904458598,702547.7707006369,536305.7324840764,1108917.197452229,803184.7133757961,702547.7707006369,536305.7324840764,1187261.146496815,881528.6624203821,84452229.29936305,72941401.27388535,65859872.61146496,84208280.25477707,72680891.71974522,66878.98089171974,206369.4267515924,243949.0445859873,True
283,20.0,42,4.522388059701493,17,6386230.624203821,67,0.0,0.0,0.0,2000000.0,0.0,0.0,68152.86624203822,2059872.611464968,6369.426751592357,6319745.222929936,3928662.420382165,10098089.17197452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7479617.834394904,8546496.815286623,0.0,14221656.05095541,9913375.796178345,22316560.50955414,0.0,17508280.25477707,17392993.63057325,30863057.32484076,269521656.0509554,249124840.7643312,187249681.5286624,267068789.8089172,248583439.4904459,0.0,1900000.0,2452866.242038216,True
284,20.0,400,245.2162162162163,30,19278961.52866242,37,61542403184.71337,86208807006.36943,109702410191.0828,124977878980.8917,69704178980.89172,94390531210.19109,114769276433.121,129791305732.4841,5619202547.7707,9958615923.56688,14775882802.54777,16341771337.57962,24153160509.55414,74404531847.13376,63057324840.76433,0.0,26262482165.60509,79568831210.19109,69680356050.95541,10310219108.28025,50076140127.38853,671843949.044586,63078056050.95541,3716719745.22293,15522515286.6242,10806401273.88535,9437177707.006369,54106212738.8535,15803668152.86624,11902427388.53503,73025935031.84714,79949955414.01274,90096210191.0828,15427522929.93631,26009707006.36943,33442836942.67516,-1130553503.184713,44550153503.18472,52764721656.05096,True
285,0.0,32,17.42857142857143,18,3921448.261146497,21,10536305.73248408,23200000.0,36768152.86624204,32345859.87261146,11265605.0955414,23580891.71974522,36989808.91719745,226259872.6114649,4631847.133757962,14829299.36305732,15514649.68152866,19199363.05732484,0.0,0.0,22356687.89808917,18285350.31847134,0.0,0.0,22356687.89808917,18285350.31847134,103184.7133757962,0.0,0.0,54235668.78980891,166239490.4458599,199489171.9745223,190585987.2611465,54338216.56050956,166239490.4458599,199489171.9745223,190585987.2611465,732302547.7707006,557645859.8726114,528522929.9363057,717498726.1146497,556003184.7133758,4978980.891719745,210110828.0254777,14803821.65605095,True
286,10.0,0,0.0,0,0.0,0,0.0,0.0,1928025.477707007,2014649.681528662,0.0,0.0,19625477.70700637,25928025.47770701,0.0,0.0,3843949.044585987,6347770.700636943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35817834.39490446,28861146.49681529,0.0,0.0,35817834.39490446,28861146.49681529,67688535.03184713,73100000.0,0.0,53018471.33757962,53742675.15923566,0.0,4315286.624203822,7505732.484076433,False
287,10.0,0,0.0,0,0.0,0,123360279617.8344,154274256687.8981,177326426114.6497,196148863057.3248,125731588535.0318,155649510191.0828,178118915923.5669,207952590445.8598,15287975796.17834,22881222929.9363,51956484076.43312,50508868152.86624,127742636942.6752,40781877707.00637,50606687898.08917,76513568152.86624,131022614012.7388,47461478343.94904,57836163057.32484,99123755414.01274,0.0,42820587898.08917,0.0,6611098726.11465,12379384713.3758,15928904458.59873,16106314012.73885,6855166878.980891,107839506369.4267,59278666242.03822,17653210828.02548,150323788535.0318,153425178343.949,21306575159.23567,46642010191.0828,47372766878.98089,19758670063.69427,79310977070.06369,96297435668.7898,False
288,0.0,0,0.0,0,0.0,0,0.0,0.0,964968.152866242,8133757.961783439,0.0,0.0,964968.152866242,8133757.961783439,0.0,0.0,4112101.910828026,6285350.318471338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486624.203821656,0.0,0.0,0.0,0.0,0.0,5820382.165605095,74558598.72611465,0.0,0.0,5820382.165605095,74558598.72611465,97189171.9745223,117043949.044586,0.0,96168789.8089172,117231847.133758,0.0,236942.6751592357,1020382.165605095,False
289,70.0,13,3.261904761904762,11,7130401.630573248,42,0.0,127388.5350318471,17636305.73248408,12098726.11464968,0.0,127388.5350318471,18040764.33121019,12098726.11464968,910828.0254777068,127801273.8853503,175652229.299363,151070063.6942675,0.0,201254777.0700637,229299363.0573248,229299363.0573248,0.0,201254777.0700637,229299363.0573248,229299363.0573248,0.0,23109554.14012739,0.0,9871974.522292994,154278980.8917197,345438216.5605096,433974522.2929936,9871974.522292994,216577707.0063694,373401273.8853503,435468789.8089172,1499284713.375796,1315310828.025478,916680254.77707,1360544585.987261,1082509554.140127,0.0,36220382.16560509,61645222.92993631,True
290,20.0,0,0.0,0,0.0,0,0.0,0.0,0.0,159235.6687898089,0.0,73248.4076433121,0.0,159235.6687898089,2936942.675159235,17604458.59872611,17664968.15286624,13173248.40764331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184.713375796178,3184.713375796178,3184.713375796178,13222292.99363057,37861783.43949044,28742038.21656051,24897452.22929936,13225477.70700637,37907006.36942675,28891082.80254777,25108917.19745223,592261783.4394904,461524840.7643312,386668789.8089172,539908280.2547771,413243949.0445859,512738.8535031847,18475159.23566879,22378343.94904459,False
291,120.0,28,5.2,5,3771208.375796177,20,408917.1974522293,1564968.152866242,7228025.477707006,8400000.0,408917.1974522293,1564968.152866242,7228025.477707006,8400000.0,8284713.375796178,261172611.4649681,17942038.21656051,11148407.6433121,59235.66878980892,805095.5414012738,11563694.26751592,12636942.67515924,59235.66878980892,805095.5414012738,11563694.26751592,12636942.67515924,0.0,17307643.31210191,12940764.33121019,9165605.0955414,270103184.7133758,42087261.14649681,38289171.97452229,9165605.0955414,270129299.3630573,59394904.45859873,51229936.30573248,501656687.8980892,302073248.4076433,384340764.3312102,484531847.133758,291938216.5605096,1257961.78343949,4525477.707006369,6015923.566878981,True
292,10.0,30,9.166666666666666,3,1532082.649681529,6,856687.898089172,1036305.732484076,2558598.72611465,3104458.598726115,870700.6369426751,1050318.47133758,2596178.343949045,3110828.025477707,4738853.503184713,4265605.095541401,3204458.598726115,2936942.675159235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266878.98089172,624840.7643312102,8856050.955414012,4971337.579617835,6435031.847133758,10124840.76433121,8856050.955414012,4971337.579617835,7701910.828025477,10749681.52866242,110412101.910828,109773248.4076433,92465605.0955414,77841401.27388535,59880254.77707006,2046496.815286624,4400000.0,4569426.751592357,True
293,10.0,13,5.0,1,0.0063694267515923,4,271337.5796178344,205095.5414012739,5915923.566878981,5405095.541401274,271337.5796178344,205095.5414012739,5915923.566878981,5405095.541401274,1777707.006369427,4972611.464968152,10473248.40764331,5041401.27388535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5095541.401273885,9917197.4522293,10485350.31847134,5904458.598726114,9112738.853503184,25284713.37579618,18678343.94904459,11000000.0,19222929.93630573,35201910.82802548,29163694.26751592,219490445.8598726,243566242.0382166,148875796.178344,206000000.0,224956687.8980892,728662.4203821656,628025.4777070064,1728025.477707007,True
294,10.0,0,0.0,0,0.0,0,0.0,0.0,192993.6305732484,112101.9108280255,0.0,0.0,192993.6305732484,112101.9108280255,0.0,28152866.24203822,13957961.78343949,19129299.36305732,0.0,0.0,8026114.649681528,5851592.356687898,0.0,0.0,8026114.649681528,5851592.356687898,0.0,0.0,0.0,0.0,37163057.32484076,27469426.75159236,28082802.5477707,0.0,37163057.32484076,27469426.75159236,28082802.5477707,226969426.7515924,217975159.2356688,141062420.3821656,227732484.0764331,215636942.6751592,0.0,1813375.796178344,-763057.3248407643,False
